player,club,competition,season_used,position,matches,minutes,shots,goals,xg,np_goals,np_xg,assists,xa,xg_chain,xg_buildup,xg_per_match,goals_per_match,np_xg_per90,shot_accuracy
Paul Argney,Le Havre,FRA-Ligue 1,2526,GK,1,90,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Étienne Youté,Le Havre,FRA-Ligue 1,2526,D M S,9,415,0,0,0.0,0,0.0,0,0.037,0.877,0.841,0.0,0.0,0.0,
Balthazar Pierret,Lecce,ITA-Serie A,2526,S,3,20,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Mamedi Doucouré,Genoa,ITA-Serie A,2526,S,1,7,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Nicola Leali,Genoa,ITA-Serie A,2526,GK S,22,1843,0,0,0.0,0,0.0,0,0.2,1.436,1.237,0.0,0.0,0.0,
Nils Zätterström,Genoa,ITA-Serie A,2526,D S,3,181,0,0,0.0,0,0.0,0,0.0,0.497,0.497,0.0,0.0,0.0,
Seydou Fini,Genoa,ITA-Serie A,2526,S,1,30,0,0,0.0,0,0.0,0,0.025,0.025,0.0,0.0,0.0,0.0,
Robin Risser,Lens,FRA-Ligue 1,2526,GK,33,2970,0,0,0.0,0,0.0,1,0.071,5.97,5.899,0.0,0.0,0.0,
André Gomes,Lille,FRA-Ligue 1,2526,S,2,4,0,0,0.0,0,0.0,0,0.0,0.138,0.138,0.0,0.0,0.0,
Arnaud Bodart,Lille,FRA-Ligue 1,2526,GK S,3,218,0,0,0.0,0,0.0,0,0.0,0.451,0.451,0.0,0.0,0.0,
Tariq Lamptey,Fiorentina,ITA-Serie A,2526,M S,2,22,0,0,0.0,0,0.0,0,0.125,0.125,0.0,0.0,0.0,0.0,
Elseid Hysaj,Lazio,ITA-Serie A,2526,D S,5,166,0,0,0.0,0,0.0,0,0.0,0.013,0.013,0.0,0.0,0.0,
Ivan Provedel,Lazio,ITA-Serie A,2526,GK,27,2430,0,0,0.0,0,0.0,0,0.227,2.79,2.563,0.0,0.0,0.0,
Mattia Perin,Juventus,ITA-Serie A,2526,GK,9,766,0,0,0.0,0,0.0,0,0.082,3.302,3.22,0.0,0.0,0.0,
Michele Di Gregorio,Juventus,ITA-Serie A,2526,GK S,30,2654,0,0,0.0,0,0.0,0,0.0,3.484,3.484,0.0,0.0,0.0,
Alessio Furlanetto,Lazio,ITA-Serie A,2526,GK,2,180,0,0,0.0,0,0.0,0,0.0,0.061,0.061,0.0,0.0,0.0,
Edoardo Motta,Lazio,ITA-Serie A,2526,GK,9,810,0,0,0.0,0,0.0,0,0.046,1.642,1.642,0.0,0.0,0.0,
Yann Sommer,Inter,ITA-Serie A,2526,GK,33,2962,0,0,0.0,0,0.0,0,0.0,7.839,7.839,0.0,0.0,0.0,
Erawan Garnier,Lens,FRA-Ligue 1,2526,S,1,2,0,0,0.0,0,0.0,0,0.098,0.098,0.0,0.0,0.0,0.0,
Pol Lirola,Verona,ITA-Serie A,2526,D S,6,310,0,0,0.0,0,0.0,0,0.014,0.073,0.059,0.0,0.0,0.0,
Simone Perilli,Verona,ITA-Serie A,2526,GK,3,270,0,0,0.0,0,0.0,0,0.0,0.258,0.258,0.0,0.0,0.0,
Razvan Sava,Udinese,ITA-Serie A,2526,GK S,7,620,0,0,0.0,0,0.0,0,0.0,0.177,0.177,0.0,0.0,0.0,
Maduka Okoye,Udinese,ITA-Serie A,2526,GK,30,2616,0,0,0.0,0,0.0,0,0.071,1.99,1.974,0.0,0.0,0.0,
Matteo Palma,Udinese,ITA-Serie A,2526,D S,5,109,0,0,0.0,0,0.0,0,0.0,0.201,0.201,0.0,0.0,0.0,
Abdoulaye Camara,Udinese,ITA-Serie A,2526,S,1,9,0,0,0.0,0,0.0,0,0.043,0.038,0.038,0.0,0.0,0.0,
Branimir Mlacic,Udinese,ITA-Serie A,2526,D S,7,159,0,0,0.0,0,0.0,0,0.054,0.041,0.041,0.0,0.0,0.0,
Daniele Padelli,Udinese,ITA-Serie A,2526,GK,2,180,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Mamoudou Cissokho,Auxerre,FRA-Ligue 1,2526,S,2,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Ryan Rodin,Auxerre,FRA-Ligue 1,2526,S,3,16,0,0,0.0,0,0.0,0,0.0,0.084,0.084,0.0,0.0,0.0,
Jonas Urbig,Bayern Munich,GER-Bundesliga,2526,GK S,14,1100,0,0,0.0,0,0.0,0,0.103,5.324,5.324,0.0,0.0,0.0,
Matteo Darmian,Inter,ITA-Serie A,2526,D S,6,241,0,0,0.0,0,0.0,0,0.0,0.737,0.737,0.0,0.0,0.0,
Matteo Lavelli,Inter,ITA-Serie A,2526,S,1,6,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Raffaele Di Gennaro,Inter,ITA-Serie A,2526,S,1,8,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Wedtoin Ouedraogo,Genoa,ITA-Serie A,2526,S,2,47,0,0,0.0,0,0.0,0,0.0,0.438,0.438,0.0,0.0,0.0,
Justin Bijlow,Genoa,ITA-Serie A,2526,GK,16,1399,0,0,0.0,0,0.0,0,0.0,1.898,1.898,0.0,0.0,0.0,
Nicolò Cavuoti,Cagliari,ITA-Serie A,2526,S,4,34,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Othniël Raterink,Cagliari,ITA-Serie A,2526,S,1,4,0,0,0.0,0,0.0,0,0.0,0.024,0.024,0.0,0.0,0.0,
Andréa Le Borgne,Como,ITA-Serie A,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Edoardo Goldaniga,Como,ITA-Serie A,2526,S,2,12,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Daniele Sommariva,Genoa,ITA-Serie A,2526,GK S,2,176,0,0,0.0,0,0.0,0,0.0,0.038,0.038,0.0,0.0,0.0,
Filippo Carbone,Genoa,ITA-Serie A,2526,S,1,6,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Gaël Lafont,Genoa,ITA-Serie A,2526,S,1,6,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Joi Nuredini,Genoa,ITA-Serie A,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Luca Lezzerini,Fiorentina,ITA-Serie A,2526,S,1,3,0,0,0.0,0,0.0,0,0.0,0.078,0.078,0.0,0.0,0.0,
Luís Balbo,Fiorentina,ITA-Serie A,2526,D S,6,207,0,0,0.0,0,0.0,0,0.056,0.417,0.361,0.0,0.0,0.0,
Mattia Viti,Fiorentina,ITA-Serie A,2526,D S,10,231,0,0,0.0,0,0.0,0,0.0,0.359,0.359,0.0,0.0,0.0,
Oliver Christensen,Fiorentina,ITA-Serie A,2526,GK,1,87,0,0,0.0,0,0.0,0,0.0,0.386,0.386,0.0,0.0,0.0,
Berke Özer,Lille,FRA-Ligue 1,2526,GK,32,2842,0,0,0.0,0,0.0,1,0.082,6.718,6.654,0.0,0.0,0.0,
Maxima Goffi,Lille,FRA-Ligue 1,2526,S,1,33,0,0,0.0,0,0.0,0,0.0,0.17,0.17,0.0,0.0,0.0,
Christian Kouamé,Fiorentina,ITA-Serie A,2526,S,2,16,0,0,0.0,0,0.0,0,0.0,0.135,0.135,0.0,0.0,0.0,
Matteo Cocchi,Inter,ITA-Serie A,2526,S,1,14,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Marco Sportiello,Atalanta,ITA-Serie A,2526,GK,1,90,0,0,0.0,0,0.0,0,0.0,0.407,0.407,0.0,0.0,0.0,
Mitchel Bakker,Atalanta,ITA-Serie A,2526,S,1,7,0,0,0.0,0,0.0,0,0.0,0.037,0.037,0.0,0.0,0.0,
Bingourou Kamara,Lorient,FRA-Ligue 1,2526,GK,3,270,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Daniel Semedo,Lorient,FRA-Ligue 1,2526,S,1,7,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Formose Mendy,Lorient,FRA-Ligue 1,2526,D,2,142,0,0,0.0,0,0.0,0,0.0,0.594,0.594,0.0,0.0,0.0,
Martin Bley,Lorient,FRA-Ligue 1,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Dominic Vavassori,Atalanta,ITA-Serie A,2526,S,1,9,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
David de Gea,Fiorentina,ITA-Serie A,2526,GK,37,3330,0,0,0.0,0,0.0,0,0.026,4.426,4.4,0.0,0.0,0.0,
Eddy Kouadio,Fiorentina,ITA-Serie A,2526,S,3,62,0,0,0.0,0,0.0,0,0.011,0.097,0.086,0.0,0.0,0.0,
Marco Silvestri,Cremonese,ITA-Serie A,2526,GK,4,360,0,0,0.0,0,0.0,0,0.0,0.033,0.033,0.0,0.0,0.0,
Dachi Lordkipanidze,Cremonese,ITA-Serie A,2526,S,1,27,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Emil Audero,Cremonese,ITA-Serie A,2526,GK,34,3060,0,0,0.0,0,0.0,0,0.0,0.98,0.98,0.0,0.0,0.0,
Jean Butez,Como,ITA-Serie A,2526,GK,38,3420,0,0,0.0,0,0.0,1,0.451,8.169,7.718,0.0,0.0,0.0,
Ousmane Touré,Lille,FRA-Ligue 1,2526,D,1,57,0,0,0.0,0,0.0,0,0.0,0.179,0.179,0.0,0.0,0.0,
Ugo Raghouber,Lille,FRA-Ligue 1,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.58,0.58,0.0,0.0,0.0,
Vincent Burlet,Lille,FRA-Ligue 1,2526,S,1,13,0,0,0.0,0,0.0,0,0.344,0.344,0.344,0.0,0.0,0.0,
Alejandro Jiménez,AC Milan,ITA-Serie A,2526,S,1,42,0,0,0.0,0,0.0,0,0.14,0.384,0.243,0.0,0.0,0.0,
Souleymane Isaak Touré,Lorient,FRA-Ligue 1,2526,S,1,25,0,0,0.0,0,0.0,0,0.0,0.067,0.067,0.0,0.0,0.0,
Yvon Mvogo,Lorient,FRA-Ligue 1,2526,GK,31,2790,0,0,0.0,0,0.0,0,0.084,3.309,3.309,0.0,0.0,0.0,
Dominik Greif,Lyon,FRA-Ligue 1,2526,GK,29,2610,0,0,0.0,0,0.0,1,0.135,5.989,5.854,0.0,0.0,0.0,
Enzo Molébé,Lyon,FRA-Ligue 1,2526,S,1,7,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Arnau Tenas,Villarreal,ESP-La Liga,2526,GK,11,990,0,0,0.0,0,0.0,0,0.0,0.717,0.717,0.0,0.0,0.0,
Hugo Lopez,Villarreal,ESP-La Liga,2526,M S,2,57,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Logan Costa,Villarreal,ESP-La Liga,2526,S,2,21,0,0,0.0,0,0.0,0,0.143,0.429,0.429,0.0,0.0,0.0,
Elia Caprile,Cagliari,ITA-Serie A,2526,GK,38,3420,0,0,0.0,0,0.0,0,0.123,2.39,2.268,0.0,0.0,0.0,
Joseph Liteta,Cagliari,ITA-Serie A,2526,M,4,277,0,0,0.0,0,0.0,0,0.0,0.154,0.154,0.0,0.0,0.0,
Massimo Pessina,Bologna,ITA-Serie A,2526,GK S,4,353,0,0,0.0,0,0.0,0,0.0,0.304,0.304,0.0,0.0,0.0,
Agustín Albarracín,Cagliari,ITA-Serie A,2526,S,2,23,0,0,0.0,0,0.0,0,0.0,0.078,0.078,0.0,0.0,0.0,
Federico Ravaglia,Bologna,ITA-Serie A,2526,GK S,17,1468,0,0,0.0,0,0.0,0,0.0,1.102,1.102,0.0,0.0,0.0,
Lorenzo De Silvestri,Bologna,ITA-Serie A,2526,D S,12,499,0,0,0.0,0,0.0,0,0.159,0.813,0.654,0.0,0.0,0.0,
Lukasz Skorupski,Bologna,ITA-Serie A,2526,GK,19,1594,0,0,0.0,0,0.0,0,0.0,1.617,1.617,0.0,0.0,0.0,
Marco Carnesecchi,Atalanta,ITA-Serie A,2526,GK,37,3330,0,0,0.0,0,0.0,0,0.0,6.906,6.906,0.0,0.0,0.0,
Mark Flekken,Bayer Leverkusen,GER-Bundesliga,2526,GK,24,2132,0,0,0.0,0,0.0,0,0.072,5.08,5.008,0.0,0.0,0.0,
Tim Oermann,Bayer Leverkusen,GER-Bundesliga,2526,S,2,12,0,0,0.0,0,0.0,0,0.061,0.0,0.0,0.0,0.0,0.0,
Yannik Keitel,Augsburg,GER-Bundesliga,2526,D M S,6,247,0,0,0.0,0,0.0,0,0.0,0.53,0.53,0.0,0.0,0.0,
Janis Blaswich,Bayer Leverkusen,GER-Bundesliga,2526,GK S,11,928,0,0,0.0,0,0.0,0,0.098,1.591,1.493,0.0,0.0,0.0,
Tim Schnitzer,Augsburg,GER-Bundesliga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Arne Maier,Augsburg,GER-Bundesliga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Oumar Pona,Angers,FRA-Ligue 1,2526,GK,2,180,0,0,0.0,0,0.0,0,0.0,0.448,0.448,0.0,0.0,0.0,
Donovan Léon,Auxerre,FRA-Ligue 1,2526,GK,29,2465,0,0,0.0,0,0.0,0,0.065,1.631,1.566,0.0,0.0,0.0,
Gabriel Osho,Auxerre,FRA-Ligue 1,2526,D,2,139,0,0,0.0,0,0.0,0,0.0,0.651,0.651,0.0,0.0,0.0,
Isaac,Verona,ITA-Serie A,2526,S,3,31,0,0,0.0,0,0.0,0,0.0,0.061,0.061,0.0,0.0,0.0,
Junior Ajayi,Verona,ITA-Serie A,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Manuel Neuer,Bayern Munich,GER-Bundesliga,2526,GK,22,1870,0,0,0.0,0,0.0,0,0.0,7.137,7.137,0.0,0.0,0.0,
Mike Maignan,AC Milan,ITA-Serie A,2526,GK,37,3296,0,0,0.0,0,0.0,0,0.0,5.275,5.275,0.0,0.0,0.0,
Pietro Terracciano,AC Milan,ITA-Serie A,2526,GK S,2,124,0,0,0.0,0,0.0,0,0.0,0.307,0.307,0.0,0.0,0.0,
Samuel Chukwueze,AC Milan,ITA-Serie A,2526,S,1,23,0,0,0.0,0,0.0,0,0.0,0.021,0.021,0.0,0.0,0.0,
Willy Kambwala,Villarreal,ESP-La Liga,2526,D S,2,85,0,0,0.0,0,0.0,0,0.0,0.36,0.36,0.0,0.0,0.0,
Daniel Díaz,Real Sociedad,ESP-La Liga,2526,S,1,13,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Luiz Júnior,Villarreal,ESP-La Liga,2526,GK,28,2520,0,0,0.0,0,0.0,0,0.0,6.172,6.172,0.0,0.0,0.0,
Pau Cabanes De La Torre,Villarreal,ESP-La Liga,2526,S,1,10,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Julen Agirrezabala,Valencia,ESP-La Liga,2526,GK,18,1620,0,0,0.0,0,0.0,0,0.013,0.811,0.811,0.0,0.0,0.0,
Rubén Iranzo,Valencia,ESP-La Liga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Stole Dimitrievski,Valencia,ESP-La Liga,2526,GK,20,1800,0,0,0.0,0,0.0,0,0.0,2.705,2.705,0.0,0.0,0.0,
Adrià Alti,Villarreal,ESP-La Liga,2526,S,1,7,0,0,0.0,0,0.0,0,0.0,0.028,0.028,0.0,0.0,0.0,
Alassane Diatta,Villarreal,ESP-La Liga,2526,S,1,19,0,0,0.0,0,0.0,0,0.0,0.269,0.269,0.0,0.0,0.0,
Ørjan Nyland,Sevilla,ESP-La Liga,2526,GK,5,450,0,0,0.0,0,0.0,0,0.0,0.826,0.826,0.0,0.0,0.0,
Joan Jordán,Sevilla,ESP-La Liga,2526,S,3,15,0,0,0.0,0,0.0,0,0.0,0.48,0.48,0.0,0.0,0.0,
Odisseas Vlachodimos,Sevilla,ESP-La Liga,2526,GK,33,2970,0,0,0.0,0,0.0,0,0.0,2.363,2.363,0.0,0.0,0.0,
Ramón Martínez,Sevilla,ESP-La Liga,2526,S,2,99,0,0,0.0,0,0.0,0,0.0,0.885,0.885,0.0,0.0,0.0,
Noham Kamara,Lyon,FRA-Ligue 1,2526,S,2,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Remy Descamps,Lyon,FRA-Ligue 1,2526,GK,5,450,0,0,0.0,0,0.0,0,0.0,0.874,0.874,0.0,0.0,0.0,
Unai Marrero,Real Sociedad,ESP-La Liga,2526,GK,1,90,0,0,0.0,0,0.0,0,0.0,0.042,0.042,0.0,0.0,0.0,
David Odogu,AC Milan,ITA-Serie A,2526,S,2,3,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Kouakou Herve Koffi,Angers,FRA-Ligue 1,2526,GK,30,2661,0,0,0.0,0,0.0,0,0.0,4.953,4.953,0.0,0.0,0.0,
Marius Louãr,Angers,FRA-Ligue 1,2526,D S,9,535,0,0,0.0,0,0.0,0,0.226,0.783,0.605,0.0,0.0,0.0,
Melvin Zinga,Angers,FRA-Ligue 1,2526,GK S,3,219,0,0,0.0,0,0.0,0,0.0,0.366,0.366,0.0,0.0,0.0,
Bara Sapoko Ndiaye,Bayern Munich,GER-Bundesliga,2526,M S,4,146,0,0,0.0,0,0.0,0,0.0,0.46,0.46,0.0,0.0,0.0,
Cassiano Kiala,Bayern Munich,GER-Bundesliga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.498,0.498,0.0,0.0,0.0,
Deniz Ofli,Bayern Munich,GER-Bundesliga,2526,S,1,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Erblin Osmani,Bayern Munich,GER-Bundesliga,2526,S,1,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Jonah Kusi-Asare,Bayern Munich,GER-Bundesliga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Federico Gattoni,Sevilla,ESP-La Liga,2526,S,1,5,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Fábio Cardoso,Sevilla,ESP-La Liga,2526,D,4,309,0,0,0.0,0,0.0,0,0.0,0.265,0.265,0.0,0.0,0.0,
Luken Beitia,Real Sociedad,ESP-La Liga,2526,D S,2,91,0,0,0.0,0,0.0,0,0.0,0.652,0.652,0.0,0.0,0.0,
Remiro,Real Sociedad,ESP-La Liga,2526,GK,37,3330,0,0,0.0,0,0.0,0,0.387,6.813,6.426,0.0,0.0,0.0,
Steeve Kango,Lyon,FRA-Ligue 1,2526,D S,4,76,0,0,0.0,0,0.0,0,0.0,0.565,0.565,0.0,0.0,0.0,
CJ Egan-Riley,Marseille,FRA-Ligue 1,2526,D S,11,624,0,0,0.0,0,0.0,0,0.505,2.033,1.528,0.0,0.0,0.0,
Derek Cornelius,Marseille,FRA-Ligue 1,2526,S,2,58,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Arkaitz Mariezkurrena,Real Sociedad,ESP-La Liga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Iván Corralejo,Real Betis,ESP-La Liga,2526,S,1,11,0,0,0.0,0,0.0,0,0.0,0.055,0.055,0.0,0.0,0.0,
Ibai Aguirre,Real Sociedad,ESP-La Liga,2526,S,1,4,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Iñaki Rupérez,Real Sociedad,ESP-La Liga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Marco Esteban,Real Oviedo,ESP-La Liga,2526,S,1,40,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Omar Falah,Real Oviedo,ESP-La Liga,2526,S,1,9,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Álvaro Leiva,Real Madrid,ESP-La Liga,2526,S,1,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Aarón,Real Oviedo,ESP-La Liga,2526,GK,37,3330,0,0,0.0,0,0.0,1,0.441,3.904,3.463,0.0,0.0,0.0,
Borja Sánchez,Real Oviedo,ESP-La Liga,2526,S,1,9,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Horatiu Moldovan,Real Oviedo,ESP-La Liga,2526,GK,2,180,0,0,0.0,0,0.0,0,0.0,0.018,0.018,0.0,0.0,0.0,
Hilan Slimani,Marseille,FRA-Ligue 1,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.035,0.035,0.0,0.0,0.0,
Jeffrey de Lange,Marseille,FRA-Ligue 1,2526,GK,5,450,0,0,0.0,0,0.0,0,0.103,2.4,2.297,0.0,0.0,0.0,
Neal Maupay,Marseille,FRA-Ligue 1,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Ferland Mendy,Real Madrid,ESP-La Liga,2526,D S,5,204,0,0,0.0,0,0.0,0,0.0,0.425,0.425,0.0,0.0,0.0,
Jorge Cestero,Real Madrid,ESP-La Liga,2526,S,2,8,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Maycon Douglas Cardozo,Bayern Munich,GER-Bundesliga,2526,S,2,31,0,0,0.0,0,0.0,0,0.0,0.63,0.63,0.0,0.0,0.0,
Sven Ulreich,Bayern Munich,GER-Bundesliga,2526,GK,1,90,0,0,0.0,0,0.0,0,0.0,0.475,0.475,0.0,0.0,0.0,
Ismaël Guerti,Metz,FRA-Ligue 1,2526,S,3,15,0,0,0.0,0,0.0,0,0.0,0.05,0.05,0.0,0.0,0.0,
Jonathan Fischer,Metz,FRA-Ligue 1,2526,GK S,27,2349,0,0,0.0,0,0.0,0,0.032,2.208,2.208,0.0,0.0,0.0,
Joseph N'Duquidi,Metz,FRA-Ligue 1,2526,S,1,4,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Jan Salas,Mallorca,ESP-La Liga,2526,S,2,6,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Manuel Serrano,Real Madrid,ESP-La Liga,2526,S,1,3,0,0,0.0,0,0.0,0,0.0,0.501,0.501,0.0,0.0,0.0,
Thibaut Courtois,Real Madrid,ESP-La Liga,2526,GK,32,2880,0,0,0.0,0,0.0,0,0.0,6.54,6.54,0.0,0.0,0.0,
Valde,Real Madrid,ESP-La Liga,2526,D,1,81,0,0,0.0,0,0.0,0,0.018,0.162,0.144,0.0,0.0,0.0,
Daniel Yáñez,Real Madrid,ESP-La Liga,2526,S,2,40,0,0,0.0,0,0.0,1,0.371,0.173,0.173,0.0,0.0,0.0,
Diego Aguado,Real Madrid,ESP-La Liga,2526,S,1,24,0,0,0.0,0,0.0,0,0.0,0.143,0.143,0.0,0.0,0.0,
Endrick,Real Madrid,ESP-La Liga,2526,S,1,5,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Pau López,Real Betis,ESP-La Liga,2526,GK,9,810,0,0,0.0,0,0.0,0,0.0,0.568,0.568,0.0,0.0,0.0,
Álvaro Vallés,Real Betis,ESP-La Liga,2526,GK,28,2520,0,0,0.0,0,0.0,0,0.0,3.663,3.663,0.0,0.0,0.0,
Andriy Lunin,Real Madrid,ESP-La Liga,2526,GK,6,540,0,0,0.0,0,0.0,0,0.0,0.968,0.968,0.0,0.0,0.0,
Pol Lirola,Marseille,FRA-Ligue 1,2526,S,3,19,0,0,0.0,0,0.0,0,0.08,0.08,0.0,0.0,0.0,0.0,
Adrián,Real Betis,ESP-La Liga,2526,GK,1,90,0,0,0.0,0,0.0,0,0.0,0.148,0.148,0.0,0.0,0.0,
Dani Pérez,Real Betis,ESP-La Liga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Marvin Friedrich,Borussia M.Gladbach,GER-Bundesliga,2526,D S,6,144,0,0,0.0,0,0.0,0,0.0,0.17,0.17,0.0,0.0,0.0,
Moritz Nicolas,Borussia M.Gladbach,GER-Bundesliga,2526,GK,34,3060,0,0,0.0,0,0.0,0,0.348,4.789,4.441,0.0,0.0,0.0,
Charles Herrmann,Borussia M.Gladbach,GER-Bundesliga,2526,S,1,1,0,0,0.0,0,0.0,1,0.379,0.0,0.0,0.0,0.0,0.0,
Bané Diatta,Angers,FRA-Ligue 1,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Filippo Mané,Borussia Dortmund,GER-Bundesliga,2526,D S,4,142,0,0,0.0,0,0.0,0,0.0,0.681,0.681,0.0,0.0,0.0,
Gregor Kobel,Borussia Dortmund,GER-Bundesliga,2526,GK,34,3060,0,0,0.0,0,0.0,0,0.0,5.751,5.751,0.0,0.0,0.0,
Mathis Albert,Borussia Dortmund,GER-Bundesliga,2526,S,1,1,0,0,0.0,0,0.0,0,0.0,0.027,0.027,0.0,0.0,0.0,
Samu Becerra,Rayo Vallecano,ESP-La Liga,2526,S,3,9,0,0,0.0,0,0.0,0,0.085,0.0,0.0,0.0,0.0,0.0,
Sergio Herrera,Osasuna,ESP-La Liga,2526,GK,37,3284,0,0,0.0,0,0.0,0,0.0,2.135,2.135,0.0,0.0,0.0,
Abdul Mumin,Rayo Vallecano,ESP-La Liga,2526,D S,3,77,0,0,0.0,0,0.0,0,0.0,0.56,0.56,0.0,0.0,0.0,
Augusto Batalla,Rayo Vallecano,ESP-La Liga,2526,GK,34,3060,0,0,0.0,0,0.0,0,0.05,7.632,7.612,0.0,0.0,0.0,
Daniel Cárdenas,Rayo Vallecano,ESP-La Liga,2526,GK,4,360,0,0,0.0,0,0.0,0,0.0,0.939,0.939,0.0,0.0,0.0,
Aitor Fernández,Osasuna,ESP-La Liga,2526,GK S,2,134,0,0,0.0,0,0.0,0,0.0,0.107,0.107,0.0,0.0,0.0,
Iñigo Arguibide,Osasuna,ESP-La Liga,2526,D S,6,187,0,0,0.0,0,0.0,0,0.032,0.138,0.106,0.0,0.0,0.0,
Toni Lato,Mallorca,ESP-La Liga,2526,D M S,12,601,0,0,0.0,0,0.0,1,0.491,1.752,1.357,0.0,0.0,0.0,
Cleo Mélières,Metz,FRA-Ligue 1,2526,S,2,26,0,0,0.0,0,0.0,0,0.0,0.057,0.057,0.0,0.0,0.0,
Lluc Castell,Espanyol,ESP-La Liga,2526,S,1,15,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
Javier Olaizola,Mallorca,ESP-La Liga,2526,S,2,44,0,0,0.0,0,0.0,0,0.0,0.072,0.072,0.0,0.0,0.0,
Leo Román,Mallorca,ESP-La Liga,2526,GK,33,2970,0,0,0.0,0,0.0,0,0.0,3.981,3.981,0.0,0.0,0.0,
Lucas Bergström,Mallorca,ESP-La Liga,2526,GK,5,450,0,0,0.0,0,0.0,0,0.0,0.913,0.913,0.0,0.0,0.0,
Nacho Pérez,Levante,ESP-La Liga,2526,D S,3,147,0,0,0.0,0,0.0,0,0.198,0.223,0.025,0.0,0.0,0.0,
